,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Amount_Log
249,0.45302517194427955,0.9670727283041809,0.6097863416653208,0.8959210561962777,0.28314141861425085,0.6419322454419458,0.4950256297020144,0.894106981107342,0.6707562120092636,0.6571801236629216,0.676184949574446,0.27757512383751026,0.9012315586604687,0.4349431603153818,0.8421560396932902,0.6208280612006564,0.8317711287904083,0.7667506462483837,0.7416925489537266,0.4283386815277917,0.6313543002138974,0.4558868533200814,0.5148708868104458,0.554908984323478,0.6439391887054083,0.5435639752984194,0.2425909441374639,0.47283133907178004,0.6012155671117241,0.003640862329305179,0.5423333062730843
22,0.8078064448556366,0.9934404119002838,0.5843630200325041,0.8746775288370716,0.17637032030580652,0.6068037509673303,0.46727832077297204,0.8726915586041969,0.6699750227521681,0.6802339496574903,0.6915683029187122,0.15334398524227608,0.8216395907571592,0.3227967387271007,0.8080405151925921,0.6325820453137305,0.8766915241905369,0.7997628283269095,0.616064358995877,0.46926840345173537,0.6344421304467357,0.4602503599628296,0.5483962967849199,0.5623678544581248,0.6421319324125464,0.45311082729988833,0.2859400259329192,0.4720235768806756,0.5897024990485918,0.023519782489051545,0.6943275367465959
221,0.4689569295581235,0.9659234746378104,0.6034148463797138,0.9206882757062445,0.2838726780407041,0.6332460191867713,0.5943004472604685,0.8766800596040674,0.6763397906540001,0.6995817923409815,0.6688621934565274,0.22007275109726593,0.9413118857779119,0.740867968725357,0.7913811832207148,0.5040614613343732,0.8507129729961818,0.7578210494282724,0.7655916751941277,0.4704427971170571,0.6359356199373287,0.4544672115099052,0.5175710684819065,0.5541811170962845,0.39068550298067883,0.5294506653068639,0.24155601209581173,0.47797714672460295,0.6048059933648586,0.004699252541312498,0.563111812590537
644,0.2820817186281697,0.864577948772736,0.6290397936004558,0.8787626093456737,0.29060113726073894,0.6070894107897759,0.4810844295161812,0.8483622395605835,0.6817077123785386,0.6227262435383193,0.602551640087963,0.3829932478616086,0.7108064584149357,0.3552881988258374,0.6648520578530603,0.5865514483555773,0.6753009997586005,0.5649291453553034,0.6191156168252149,0.4130280915212928,0.6371824873316906,0.4698870119437178,0.5596033516053559,0.5546729683710563,0.6338973546251203,0.4996924923010495,0.21424838111612204,0.4466945185491853,0.566448488639429,0.009280906170179739,0.6185496352710669
679,0.04859244259795877,0.8729547914061981,0.6658115943022869,0.767627062160245,0.40317882517545867,0.5793687350932997,0.36901862934500684,0.8021473275033717,0.7001623919101672,0.5995839770738922,0.4797023399956334,0.6281849213783762,0.46968262711331715,0.5794519490483343,0.4976799641043713,0.5243680005968203,0.606679196484076,0.591484714516483,0.6212250004668002,0.4541641536221637,0.6482146627192638,0.4693064509142305,0.48657980674109524,0.5581091189711715,0.6727570257110425,0.4795222677778177,0.4032198227214824,0.5003568777096662,0.647484942654037,0.0004703956497810309,0.3762190139348997
772,0.19945536431239744,0.8554436953666393,0.6505306310407112,0.8145495264119899,0.3057898684107869,0.5892648253854715,0.433227788129465,0.844099631235816,0.6348993155530751,0.6574447197488105,0.5692276020365838,0.4711309761550132,0.5377370878903749,0.32239272420139775,0.4031816074557805,0.7474806988402881,0.5438018842896208,0.4979647764077438,0.4828621294657125,0.43316979931383587,0.6532328064234428,0.49143692520458804,0.471748492082116,0.5599833939348005,0.6834326083076522,0.46836547167578035,0.38803252292725077,0.45562913706243036,0.43367126487282537,0.05894057491756317,0.7692080574606288
442,0.23688161156303458,0.8201067587746865,0.685135781766655,0.7136584581650756,0.6217573271151123,0.471793377605783,0.35857129082628675,0.6862594576255688,0.7186452264717959,0.38662586881077693,0.3624724785088012,0.6892604053648862,0.20679865270554898,0.5580628046048723,0.1965289930677504,0.5404381565311775,0.11484485393530686,0.0,0.03430646691414607,0.5016115929880038,0.6818809297022107,0.5012230437549879,0.552671323923118,0.5561409110715663,0.8221756877704107,0.5121652039746303,0.33083318174111753,0.6068907766382872,0.788196585722152,0.001782799512670107,0.48423553906074224
660,0.308655983428179,0.9413845837578323,0.6258667266302752,0.8400911558890877,0.3571311847803833,0.6076075988224483,0.4947933838749282,0.8364078524335471,0.6828253506068318,0.6121079808479306,0.5862016607498105,0.40030742636861605,0.7309716673054509,0.5508775072632461,0.6203463865473144,0.6897374401375244,0.6952363796294392,0.5990022541516635,0.6616245511073986,0.47750588418320566,0.648859867586399,0.46784039510611863,0.5382202717187744,0.5509376075059936,0.450064930502577,0.554653366041726,0.2898991421338966,0.5121774563689939,0.6654545660599247,0.003763165198248247,0.5450232564096722
203,0.37338384014709813,0.9062175707233194,0.617234481261654,0.9531445242160156,0.3250826409171126,0.6205127703533635,0.6181338392751063,0.8803101264993194,0.6880000767418799,0.6818821193422042,0.6530679973368332,0.23256473849835269,0.930537319215417,0.38220073733654425,0.8048757624983831,0.25534930587066207,0.7434945158414419,0.8229408202690544,0.6813824771272258,0.5911461188416665,0.6316093150202489,0.45177861350517606,0.4984086945166805,0.5598950582502781,0.6509062902795766,0.4343923499721509,0.21879625632910837,0.4797732940555837,0.619038451644493,0.009864196775908217,0.6235159690294015
237,0.7044187643286899,0.8898800272132591,0.6299955659137568,0.8490006840928902,0.2896137163411442,0.6856206699074758,0.5136848871104782,0.9166148549428158,0.67406740618284,0.6364675280927464,0.658073721488179,0.13787961313216424,0.8775911927957205,0.6809897460141386,0.7640219477783321,0.5740286381098252,0.7961198309754887,0.8241838335307575,0.7489768843284214,0.5071526338361629,0.6339633200380996,0.453955900445932,0.5385727777653425,0.5631902278905893,0.6303191291102348,0.5105026377065064,0.24554273239794483,0.505247884129275,0.6378658263210814,0.03640391933655398,0.72993199035507
93,0.8017840310023391,0.8818222319471154,0.6432176595532374,0.8281080903488499,0.1294217627651647,0.659591483572672,0.46561432847035944,0.90184945819593,0.686573835251238,0.6595310124464663,0.6754763817205828,0.18326990520854358,0.8868105361099102,0.3780473596092083,0.8764659604781582,0.47965067112132825,0.8197897970370848,0.7717329720829885,0.7522956375862222,0.4551929462876697,0.637329059944777,0.46018929651278007,0.5591646860374921,0.5531146779610941,0.30397052924951845,0.46934981663004594,0.36122255628744787,0.48384882871791957,0.6039614555349841,0.0010301664730204575,0.4396819605503258
719,0.5437454177285899,0.751987821979014,0.7323956304681197,0.5270251279292009,0.6740933356434041,0.36101293402489554,0.3255883326562019,0.6535008469057944,0.7516262587843132,0.4958807497240456,0.3073074878529408,0.7679755411502697,0.07882499402157084,0.5433659818475599,0.21599916280967046,0.7179591910369041,0.08501450124729193,0.19592093131559152,0.21610035735392547,0.8631439426265725,0.6381774414160426,0.505188719729296,0.577905786268844,0.5711589922921836,0.8016435140368505,0.4473729005880783,0.39774144222809554,0.4799604601868651,0.657711056984343,0.14867324906979262,0.8446270390199109
388,0.716114466594514,0.9910012043462348,0.5863477829248706,0.8763631069500684,0.20580155970017427,0.6089715255146709,0.4722042573837909,0.8780339372937267,0.6696337862165906,0.6704075647102484,0.6922559217546628,0.13560276787435604,0.8583647279318719,0.4008376842776409,0.8162989186787694,0.6025380549249146,0.7421191050584514,0.788561637908022,0.7559917484976855,0.35708690120620545,0.6181329630867453,0.4390289664809416,0.3969915508428047,0.5719082437646451,0.6080197567083385,0.3942909861730918,0.3418732982700306,0.4699297170669082,0.5926502023022638,0.03290417570218311,0.7216934468235305
494,0.5939438373540946,0.8709513303364954,0.6770098492698685,0.756187792212418,0.601488001148805,0.6247602207323767,0.42464238257760467,0.8108761852498295,0.683419630312426,0.4974205038342553,0.4883268089823525,0.6741552124960217,0.3556181638565137,0.8142956196185417,0.3698525226885285,0.1379376601747464,0.4556072283868892,0.42365882220892,0.4550591846641139,0.35626034032252407,0.6673382823231115,0.47869206923277685,0.5557809548368783,0.545615934404976,0.5111831566711195,0.5102926015584149,0.37716129150253513,0.5297785175024592,0.6517922267370911,0.0,0.0
284,0.36137974374192644,0.9697338581702791,0.5912666951749435,0.9035808710701401,0.13655910478164535,0.6116656469634013,0.49911904188151035,0.875584534056302,0.6734638661688469,0.7894453780029393,0.639716170017903,0.10940689144764659,0.8483606202367142,0.18719439972189222,0.8156761061004341,0.7688223410468066,0.7939868572866476,0.7874613474512135,0.7536291041623188,0.5479021703548885,0.6302573494384355,0.4560120552557047,0.5297236025960511,0.5526826172815643,0.5138215437213292,0.5375682884697286,0.3814229515342847,0.47444842932926856,0.6018625363003455,0.0063832689675285895,0.5880576227059714
184,0.3827113081730265,0.835145990367036,0.5741565446015766,0.8776267441184481,0.28306391280253584,0.6758531496065552,0.8274760542681145,0.8743990768301346,0.7021640944083968,0.6508418700756402,0.6495060716831991,0.1635400004029111,0.8827388640838585,0.5897946012462564,0.83257492431789,0.7950171857510782,0.8502511705783232,0.7812095234023048,0.7974330336171574,0.5260444459136657,0.6463250026878352,0.46223239993166076,0.536245936428094,0.5614055006049472,0.9922914782898491,0.4897724678076746,0.2963265669704387,0.47814820254697565,0.47463642931094496,0.1157173298461336,0.8241991227471708
639,0.1541563383723772,0.2637230711769081,0.8361429781371669,0.20187716113391918,0.6210230702211519,0.1634708238572803,0.21657846579776607,0.5519131774221401,0.9103765443501468,0.47555543636498687,0.4346772432688265,0.5668465374721924,0.5214502487319623,0.6039813243244803,0.4803751640848369,0.5920388383709174,0.4372916740446843,0.3811757841191882,0.34722380225923083,0.5371634678147624,0.6893537786042812,0.4911923609125918,0.4248001948614388,0.5355338796290845,0.693257884862898,0.618749248301522,0.27447054769141216,0.5726367451284625,0.702441712790908,0.04703486102160528,0.750815750120716
383,0.40906446019388093,0.9204711461492524,0.6069613416185078,0.936829724169217,0.17341094003433805,0.629087094204492,0.45553533874181684,0.8954430331365574,0.669551329809814,0.586085454054098,0.6809749367997366,0.17778690233254502,0.8358864689225667,0.4263670030865162,0.8265756570956158,0.7659686778721535,0.7204576636949632,0.8011675992672522,0.7670380075876021,0.4533375474790968,0.6265554376253233,0.44080930156255815,0.40535205971199006,0.5613911709927545,0.7566189486303021,0.46170568619027985,0.5151988786129738,0.4665560956553614,0.5953224281413985,0.007968502307290664,0.6061278681197462
153,0.7726960630287795,0.853572045079447,0.6183847023846344,0.8960947758783652,0.028607219046735688,0.6099699294077192,0.44126296907604246,0.8764896017050834,0.6889179924501885,0.7425552508178915,0.6104619683549555,0.12165118947560574,0.9069841912464863,0.47853679778978914,0.8346151919984738,0.6270676254453845,0.8355619990756825,0.7792263649521237,0.743185944584569,0.3270343462098566,0.6051141622788458,0.4650949486814309,0.5831085821826136,0.5586640895205913,0.6620811034310631,0.49695734006870773,0.2639018132346562,0.4196227621823033,0.5788092928565866,0.0037396454157591955,0.5445128052471113
75,0.9544624050087862,0.8645938836445342,0.6496272785654518,0.8547711448571846,0.15405132724111287,0.6504320780846914,0.4891876664023105,0.9025078269416228,0.6780928065552043,0.7415736371674848,0.724915635778396,0.2985166885933279,0.9020540990191395,0.45049787346808096,0.7563299160092071,0.47781134470490144,0.8346902051568454,0.7947630888273047,0.719506979692876,0.38021477634222667,0.6694154311621048,0.444030829360283,0.4682620125330678,0.5627050948689482,0.8292927265459218,0.4628679753137845,0.3406745143233381,0.49305646122303065,0.556976600853636,0.004195929196046795,0.5538864379000533
440,0.1985069068649699,0.9625667052202487,0.6114830219712802,0.9212704470165795,0.384941242194339,0.6406298520083354,0.576491161405593,0.8866133530138227,0.6759441378947622,0.6382313743144976,0.6881961666442487,0.28942607205550874,0.9344725249367537,0.5838835630233217,0.8122400421174024,0.40039080904245505,0.8231420993594724,0.781879269930934,0.6625363488865931,0.3396801667943724,0.6309125053187633,0.4527603236058324,0.49885003629916913,0.5596922665373346,0.6538908506398106,0.5099549846938429,0.3028711144350099,0.4744968344695242,0.6029748121949141,0.000715001387667167,0.4100751838529039
277,0.8109485738225743,0.9916044892506986,0.602478302683235,0.8625848310055356,0.2368595399631352,0.6449619017861073,0.49268176682944703,0.8909257602976066,0.6695880046361694,0.6842660960066347,0.6766727168065565,0.26765923984370527,0.9357398150876648,0.6033039026536864,0.8263667499881618,0.49178081791573014,0.824473683075069,0.7691206995313337,0.6840541750988476,0.46764833492189806,0.6303167157052642,0.4509703688285034,0.4823930852502947,0.56536422704339,0.5270455273800052,0.44650360960889895,0.37826594716658374,0.46864181267587834,0.5841667734371143,0.00046569169328322056,0.375407875060358
68,0.89984754855753,0.9198239978303941,0.6173761761038681,0.8884542812138003,0.16890256409274407,0.6742415543255509,0.5128327359110023,0.9083138061924462,0.6695285171179991,0.6758087671846785,0.6650800263554273,0.1179711126419884,0.8817242964786253,0.6409231806441985,0.8052769461093754,0.5422558210225711,0.8249886662893029,0.7650556031662569,0.6743158075312605,0.4392855448490387,0.6356643378800548,0.4500641399507963,0.47541745172585265,0.5634704033358099,0.660469901363126,0.4425825821688607,0.36067393329907405,0.4717841422060529,0.6276433999355844,0.003259841852982544,0.5333343605430405
684,0.199472820584436,0.9034725103833104,0.6602309634552148,0.7507758952620803,0.5708651339141909,0.5684774406009232,0.40634832293886414,0.7772868001830933,0.6917725879723704,0.4749910203601069,0.4780430107335043,0.5247626962640777,0.4716416641773398,0.7246210356088764,0.3388680935461271,0.6685970763102036,0.439900851966462,0.3690514963898445,0.37762885778217714,0.46171094069054136,0.6720494536054515,0.47980169725748295,0.5218403924601839,0.5501819519891957,0.5809020412299997,0.5751073092578871,0.39498465260889953,0.5625823298716468,0.755750073160165,0.008946925258835206,0.6155635734506728
188,0.9269396827613494,0.9876492839023502,0.6019570106079445,0.8851825029584115,0.2900622359758735,0.6354614269776103,0.5430248382928418,0.8791977732391727,0.6751884204703633,0.6948080265515523,0.6812522669919752,0.28064026869055664,0.9161356265948853,0.49804766998889294,0.8281200104891595,0.6642319288824914,0.8625503605728029,0.7558527884298182,0.7471021287983196,0.3677411605475882,0.6293644672470287,0.4543025760799136,0.4995107560547966,0.568381445135476,0.8466141895303876,0.429886635890113,0.08072814445162879,0.47577017742928607,0.5947024468717705,0.006580835140436622,0.5905406202708927
271,0.46249229014651627,0.8548591061755973,0.65456151576521,0.8910940212077457,0.3716358240157574,0.5994129017906937,0.5050123108805569,0.865095322845944,0.7063999780425102,0.5609813233240849,0.6692685509598183,0.2465190882593057,0.9225058645859814,0.5040944046603933,0.8945465508725354,0.5468105248648386,0.8766424814230835,0.798056115041692,0.7467789633165444,0.42401162985144464,0.614980340323091,0.4615245184868308,0.5064621809337573,0.566148404484826,0.8076755179105473,0.4169046974440942,0.2646073916169109,0.4061644450853128,0.5622817275279512,0.0007385211701562184,0.41269659249997825
236,0.42712588299642723,0.8316565734672655,0.6595878798215534,0.8619628219035915,0.21168499212336064,0.5940118388247211,0.47584423790035774,0.8632039313848039,0.7101711396644246,0.6504733622318476,0.6732278493749146,0.24725684817170343,0.9257024009743489,0.4983905991982193,0.8566429369415655,0.6227262004747844,0.8884377860840239,0.8034397415954762,0.7630401686658638,0.4299749033127882,0.6424566879429567,0.4523057513610949,0.4667256712241939,0.5638373652944598,0.6232294370664323,0.49333407930821715,0.3556455424857389,0.4825801003506349,0.6149560428538361,0.004228856891531468,0.5545229514407983
88,0.7170163739831721,0.9976671990598094,0.5913533205683139,0.8530935296930504,0.15918661998376415,0.6314259572294129,0.47095275084900845,0.8811287595855541,0.6674111523966632,0.6464018274552179,0.6943843744081722,0.1721895263869476,0.8403780168502945,0.5305885448782914,0.8129964750255961,0.6682644285014694,0.8688869500000105,0.7941178389313216,0.615938268570569,0.45665787639002664,0.6355229838513627,0.4644595359593935,0.5871904345907526,0.5590334668417506,0.8835609192364104,0.49403714248629604,0.3390653666003156,0.47040368621547013,0.5870367236019237,0.005644747797372371,0.5780423482830547
670,0.49389030478650975,0.715743809020828,0.6654408188125377,0.6218908571840347,0.5612454529342202,0.5241129980404639,0.3308005812639617,0.7464616698218726,0.7343936580535537,0.4389312472561562,0.44125279218336,0.6277177211154766,0.4740946109331973,0.5677954560776322,0.3240185190544219,0.5361892766829822,0.5024670515366323,0.4161229040450281,0.4466200136341522,0.5115372411548854,0.654290593646284,0.47801579718689485,0.485090999331594,0.5592912585414023,0.5361523412067435,0.507887502294492,0.5832247528337571,0.5616844718022033,0.5395094634212204,0.0,0.0
117,0.4310942755065228,0.9696997192692014,0.611514001029537,0.8958963797794841,0.2545609410619843,0.644789498331927,0.4950957937922401,0.8922189493229477,0.6686886394763549,0.6676479407786989,0.6619851727129267,0.17646645517532605,0.9042922877206527,0.7899424605553145,0.7863533593607104,0.7631626468235089,0.8567929873466911,0.7769028685099612,0.7017744491952619,0.42548483723629393,0.6370954450431945,0.449372605986359,0.4651127959423482,0.5586560078212884,0.4976286028722702,0.5092680534844655,0.36371790809232435,0.4720662171448343,0.6061686287725421,0.0009313833865664411,0.4315037742454674
125,0.48986372470295236,0.9248930670417866,0.6068528542341189,0.947549472011882,0.12791075969946103,0.6372659995260165,0.5299475236411298,0.8930288546318845,0.6714243111646752,0.7444246282356343,0.6355979063869632,0.17643595571039894,0.9012978845637848,0.5735857208331674,0.7897413057566671,0.7953016326553045,0.7685183903059611,0.7843295027130698,0.7128823329279319,0.4659031478732748,0.6360937464496148,0.45785992345648224,0.5589720971043819,0.5555487636790176,0.5681492851994311,0.41147023735237376,0.1295964967591549,0.4810519540272802,0.594570782671695,0.0004703956497810309,0.3762190139348997
649,0.04157502123846431,0.9392956765106394,0.6723899857361129,0.7345736784946204,0.6110303083648891,0.6858220966544288,0.34615728795178147,0.8738918599570934,0.6731999690238458,0.5370413363595256,0.5353522965955804,0.6361943033190232,0.5236594238839631,0.5912851808748503,0.4202813725128281,0.3724725407914735,0.789107055598948,0.8133369855641235,0.8272254594458758,0.21030749677475508,0.6491151127971403,0.4601245682088614,0.48684113711766197,0.544364380509363,0.5796451316803385,0.6156393061543133,0.4486884829249347,0.5069264197621057,0.6909559866789123,0.0004703956497810309,0.3762190139348997
289,0.2768157432298758,0.9561937942776294,0.5897674578429294,0.9400752249347408,0.2919386655331725,0.6040079071385028,0.5892863930090686,0.8715114167545145,0.6770704348262296,0.7451035982624572,0.6550529323319667,0.16341655789181828,0.940718602945398,0.6954552327613446,0.762052383889982,0.4417125280798574,0.7818969905858736,0.8038703529553354,0.6469118387795298,0.4024483364627187,0.6415904614514457,0.45658530360876465,0.5367048773145171,0.555278628725516,0.7150330238314222,0.49985124869555236,0.47021262025486377,0.47580647595238595,0.6108711383309916,0.059081693612497474,0.7694029853017179
238,0.08199792852238476,0.9693950580016533,0.5943510187359727,0.9183460948863427,0.18468610667176105,0.6134464360671713,0.5258076997088482,0.8694739268921354,0.6732831128743217,0.693453942529239,0.681092971866384,0.3820405353626855,0.75491654806009,0.7347907750714617,0.8752679610446102,0.5540591417764481,0.8856639980386889,0.8192121354695895,0.6441494632164704,0.4362214422791285,0.6359981393137869,0.4566002097122971,0.5291739450295537,0.5595302142354402,0.6337828219346853,0.49475108071066864,0.2537262139731718,0.4729565091924782,0.6009002005407146,0.0075028106140074425,0.6012218849313181
0,0.40465966088282185,0.968743087667343,0.5950047656433185,0.8861116771584658,0.08836340952802485,0.628051192679339,0.46388928218384823,0.8911102999395556,0.6674503576698032,0.7696509858522103,0.6259397797367148,0.16142396806830503,0.9292718700284345,0.6510415428993026,0.8121062857425483,0.8002108490591556,0.7574424100361494,0.7843722779847733,0.7100741356424609,0.6000414351943669,0.6384200375276978,0.45189975905915136,0.4937283815922289,0.5534095998962187,0.5200356239141078,0.5524434377570338,0.12104172912178587,0.47699542136272965,0.6059116272207853,0.02681725599401657,0.7050210973456191
779,0.4493302610294545,0.7124346398163931,0.6537912365211771,0.7016417189475994,0.5083909520162104,0.4823774236631664,0.41336182753709894,0.7567463120684749,0.7281340848865115,0.518125661442805,0.4998632072484461,0.3724686005523593,0.5872935637506327,0.6277129613277533,0.574098538817236,0.6295667987638907,0.44035837728384375,0.4311438969361242,0.3615581097126919,0.6860841434816749,0.616059221643014,0.4820128130507513,0.5156512305653849,0.5373222695342634,0.772651302717869,0.3725383762490506,0.17881891898453212,0.4231774784228777,0.6925038323663956,0.0502852949615922,0.7562626048371389
717,0.33547463603672795,0.8496208553692702,0.6960278196202476,0.7208238906513105,0.5776897904779056,0.6873038855612031,0.3699071906371735,0.8236658721207897,0.6480053334163158,0.4161131696447593,0.48574555220730814,0.5896547730953917,0.5504412058277319,0.0,0.34273417729978284,0.4648734075691552,0.7193228723370898,0.7359159652920564,0.7354647500307313,0.18551881978075652,0.6675479060146652,0.4453986472361675,0.5294081463291701,0.5254328308437841,0.48826583514055655,0.5106432366552208,0.42534167118967153,0.5240686242941213,0.741683811177493,0.0004703956497810309,0.3762190139348997
689,0.12226954811530448,0.3981482417236998,0.7855941490050922,0.1989009315785668,0.980177030211916,0.3451635486674077,0.3512742032290783,0.5287046341528194,0.7092566960846607,0.3572043404416337,0.3206752699498952,0.8320291733932288,0.24092902328302557,0.6879289965203117,0.26096077638478177,0.5259812448175991,0.37506523267264946,0.4287315152184749,0.35949687778881784,0.4750062870114336,0.6692793533479717,0.4093879620947401,0.5712771212066176,0.5895865270887953,0.3118875221096968,0.48464378914793027,0.49469249047484276,0.6094973578873697,0.2806394510467917,0.0004703956497810309,0.3762190139348997
